find_number,material_category,material,start_date,end_date,level_1_of_the_functional_classification,level_2_of_the_functional_classification,ceramics_rim_eve_estimated_vessel_equivalent,ceramics_base_eve_estimated_vessel_equivalent,ceramics_reconstructed_object_diameter_in_mm,ceramics_reconstructed_object_height_in_mm,ceramics_surface_treatment,ceramics_decoration_technique,ceramics_image_type,ceramics_mark
NZR2.00428CER124,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,380,75,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00428CER125,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,75,200,23,inside lead-glaze,"slipware, dotting",NULL,NULL
NZR2.00429CER109,CER,redware,1625,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,40,130,72,lead-glaze,NULL,NULL,NULL
NZR2.00429CER132,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,45,200,25,inside lead-glaze,"slipware, dotting",NULL,NULL
NZR2.00429CER165,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",65,90,385,47,lead-glaze and inside slip,slipware,animal scenery,NULL
NZR2.00429CER166,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,320,45,inside lead-glaze,slipware,NULL,NULL
NZR2.00431CER054,CER,redware,1525,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,250,35,inside lead-glaze with slip and copper oxide,NULL,NULL,NULL
NZR2.00431CER056,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,30,200,23,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00431CER067,CER,redware,1650,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,15,220,34,inside lead-glaze,NULL,NULL,NULL
NZR2.00431CER088,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,420,55,inside lead-glaze,slipware,NULL,NULL
NZR2.00431CER089,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,420,42,inside lead-glaze,slipware,NULL,NULL
NZR2.00431CER091,CER,"redware, slip: Lower Rhine region",1625,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,15,270,53,inside lead-glaze,slipware,NULL,NULL
NZR2.00432CER013,CER,industrial ware: white,1850,1877,Food Processing & Consumption,Consumption: drinking,100,100,135,25,lead-glaze,overall white,NULL,P. Regout 7
NZR2.00432CER014,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,250,20,lead-glaze,enamelled,NULL,NULL
NZR2.00433CER072,CER,porcelain: Japan,1670,1690,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,40,230,35,"feldspar, painted with blue underglaze",blue-white,animal scenery,NULL
NZR2.00433CER074,CER,porcelain: capucin,1700,1775,Food Processing & Consumption,Consumption: drinking,NULL,65,90,45,"feldspar, painted with blue underglaze",capuchin ware,landscape,NULL
NZR2.00433CER092,CER,porcelain: Europe,1910,1936,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,45,260,30,"feldspar glaze, painted, blue underglaze, enamel overglaze","transfer printing, black",NULL,NULL
NZR2.00433CER101,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,25,30,110,30,lead-glaze,overall white,NULL,NULL
NZR2.00433CER102,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,25,25,120,25,lead-glaze,overall white,NULL,NULL
NZR2.00433CER108,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,200,20,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00433CER112,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00433CER119,CER,maiolica,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,50,330,90,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00433CER120,CER,maiolica,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,30,390,65,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00433CER123,CER,maiolica,1550,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,200,30,tin-glaze inside and lead-glaze outside,blue-white,floral motif,NULL
NZR2.00433CER133,CER,maiolica,1625,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,100,200,37,tin-glaze inside and lead-glaze outside,polychrome,still lifes/objects,NULL
NZR2.00433CER145,CER,whiteware,1650,1700,Food Processing & Consumption,Consumption: drinking,10,35,90,52,lead-glaze,NULL,NULL,NULL
NZR2.00433CER252,CER,"redware, slip",1625,1660,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,380,82,inside lead-glaze,slipware,floral motif,NULL
NZR2.00433CER254,CER,redware,1750,1850,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,15,0,160,65,lead-glaze,NULL,NULL,NULL
NZR2.00433CER260,CER,redware,1525,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,190,35,lead-glaze with manganese oxide inside,NULL,NULL,NULL
NZR2.00433CER282,CER,redware,1650,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,240,35,inside lead-glaze,NULL,NULL,NULL
NZR2.00433CER284,CER,redware,1400,1500,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,240,70,inside lead-glaze,NULL,NULL,NULL
NZR2.00433CER319,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,420,45,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00433CER320,CER,"redware, slip: Lower Rhine region",1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,320,42,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00438CER022,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,15,100,110,25,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00438CER029,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,10,100,90,55,"feldspar glaze, painted with enamel overglaze","enamelled, gilded",floral motif,NULL
NZR2.00438CER036,CER,industrial ware: white,1830,1875,Food Processing & Consumption,Consumption: drinking,35,40,100,55,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00438CER038,CER,industrial ware: white,1825,1900,Food Processing & Consumption,Consumption: drinking,50,100,85,50,lead-glaze,overall white,NULL,NULL
NZR2.00438CER040,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00438CER042,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,280,70,lead-glaze,overall white,NULL,NULL
NZR2.00438CER049,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,5,100,100,87,lead-glaze,overall white,NULL,NULL
NZR2.00438CER056,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,100,100,75,70,lead-glaze,overall white,NULL,NULL
NZR2.00438CER062,CER,porcelain: Europe,1782,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,150,25,"feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, polychrome",landscape,Derby
NZR2.00438CER088,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,45,10,240,110,lead-glaze with slip inside,NULL,NULL,NULL
NZR2.00438CER098,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,150,280,75,lead-glaze,NULL,NULL,NULL
NZR2.00439CER054,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,250,15,lead-glaze,overall white,NULL,NULL
NZR2.00439CER135,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,360,42,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00439CER136,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,35,400,45,inside lead-glaze,slipware,NULL,NULL
NZR2.00440CER020,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,170,40,lead-glaze,overall white,NULL,NULL
NZR2.00440CER044,CER,redware,1550,1600,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,220,45,inside lead-glaze,NULL,NULL,NULL
NZR2.00441CER014,CER,stoneware: Westerwald,1650,1700,Food Processing & Consumption,Consumption: drinking,25,100,98,182,"salt-glaze, cobalt blue",appliques,NULL,NULL
NZR2.00441CER039,CER,faience: Holland,1675,1750,Food Processing & Consumption,Consumption of food and drinks: table accessories,40,20,120,85,tin-glaze,overall white,NULL,NULL
NZR2.00441CER045,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,25,30,120,20,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00441CER054,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,Consumption: drinking,10,100,80,65,feldspar glaze,overall white,NULL,NULL
NZR2.00441CER056,CER,porcelain: Europe,1875,1925,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,130,20,"feldspar, painted with blue underglaze",transfer printing,floral motif,NULL
NZR2.00441CER079,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,15,200,55,lead-glaze,overall white,NULL,NULL
NZR2.00441CER089,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,15,250,35,lead-glaze,overall white,NULL,NULL
NZR2.00441CER091,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,240,22,lead-glaze,overall white,NULL,NULL
NZR2.00441CER092,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00441CER104,CER,industrial ware: red,1675,1725,Food Processing & Consumption,Consumption: drinking,25,0,65,32,NULL,appliques,NULL,NULL
NZR2.00441CER112,CER,whiteware: Germany,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,300,50,inside lead-glaze,slipware,text/inscriptions,NULL
NZR2.00441CER120,CER,whiteware: Frankfurt tradition,1800,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,170,20,inside lead-glaze,NULL,NULL,NULL
NZR2.00441CER171,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,260,50,inside lead-glaze,NULL,NULL,NULL
NZR2.00441CER173,CER,redware,1700,1800,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,25,0,145,50,lead-glaze,NULL,NULL,NULL
NZR2.00441CER179,CER,redware,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,50,150,30,lead-glaze with copper oxide inside,NULL,NULL,NULL
NZR2.00441CER236,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,300,62,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00442CER026,CER,faience: Holland,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,220,30,tin-glaze,overall white,NULL,NULL
NZR2.00442CER039,CER,maiolica,1650,1675,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,50,300,40,tin-glaze inside and lead-glaze outside,blue-white,religious/biblical images,NULL
NZR2.00442CER067,CER,"redware, slip",1625,1675,Food Processing & Consumption,Consumption: drinking,45,40,75,45,lead-glaze,slipware,NULL,NULL
NZR2.00442CER070,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,340,45,inside lead-glaze,slipware; slip-cup decoration and dotting,NULL,NULL
NZR2.00442CER071,CER,"redware, slip: Lower Rhine region",1675,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,340,43,lead-glaze with slip inside,slipware and roulette,NULL,NULL
NZR2.00442CER074,CER,redware,1625,1675,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,50,40,200,50,inside lead-glaze,NULL,NULL,NULL
NZR2.00442CER079,CER,redware,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,35,150,35,lead-glaze with copper oxide inside,NULL,NULL,NULL
NZR2.00442CER105,CER,redware,1625,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,75,320,230,lead-glaze,NULL,NULL,NULL
NZR2.00442CER110,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,420,137,inside lead-glaze,NULL,NULL,NULL
NZR2.00443CER010,CER,porcelain: KhangXi,1675,1725,Food Processing & Consumption,Consumption: drinking,10,100,120,25,"feldspar, painted with blue underglaze",blue-white,animal scenery,NULL
NZR2.00443CER024,CER,maiolica,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,100,350,60,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00445CER035,CER,industrial ware: white,1850,1900,Food Processing & Consumption,Consumption: drinking,50,0,85,60,lead-glaze,overall white,NULL,NULL
NZR2.00445CER036,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,260,20,lead-glaze,overall white,NULL,NULL
NZR2.00445CER058,CER,whiteware: Germany,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,380,60,lead-glaze and inside slip,slipware; slip and slip-cup decoration,text/inscriptions,NULL
NZR2.00445CER064,CER,redware,1500,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,160,40,inside lead-glaze,NULL,NULL,NULL
NZR2.00445CER073,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,220,30,inside lead-glaze,"slipware, slip-cup decoration",NULL,NULL
NZR2.00445CER074,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,250,30,inside lead-glaze,slipware; slip-cup decoration and dotting,NULL,NULL
NZR2.00445CER085,CER,redware,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,15,220,50,lead-glaze with copper oxide inside,NULL,NULL,NULL
NZR2.00445CER105,CER,redware,1750,1800,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,45,50,360,135,lead-glaze,NULL,NULL,NULL
NZR2.00448CER016,CER,redware,1800,1875,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,50,25,lead-glaze with manganese oxide,NULL,NULL,NULL
NZR2.00448CER044,CER,porcelain: Japan,1700,1740,Food Processing & Consumption,Consumption: drinking,50,50,70,40,"feldspar glaze, painted, blue underglaze, enamel overglaze",imari,floral motif,NULL
NZR2.00448CER045,CER,porcelain: transitional,1635,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,85,120,40,"feldspar, painted with blue underglaze",blue-white,NULL,NULL
NZR2.00448CER051,CER,porcelain: Europe,1875,1925,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,210,25,"feldspar glaze, painted with enamel overglaze",transfer printing,animal scenery,NULL
NZR2.00448CER056,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,30,150,20,lead-glaze,overall white,NULL,NULL
NZR2.00448CER066,CER,maiolica,1700,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,60,230,50,tin-glaze inside and lead-glaze outside,blue-white sponged ware,geometric patterns,NULL
NZR2.00448CER106,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,360,47,inside lead-glaze,slipware; slip-cup decoration and dotting,NULL,NULL
NZR2.00448CER117,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,135,30,lead-glaze,NULL,NULL,NULL
NZR2.00448CER121,CER,redware,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",75,20,345,72,inside lead-glaze,NULL,NULL,NULL
NZR2.00448CER127,CER,redware,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,135,32,lead-glaze,NULL,NULL,NULL
NZR2.00448CER129,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,190,20,inside lead-glaze,NULL,NULL,NULL
NZR2.00448CER165,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,340,100,lead-glaze,NULL,NULL,NULL
NZR2.00449CER015,CER,industrial ware: white,1874,1909,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,240,25,lead-glaze,"transfer printing, blue",floral motif,Villeroy & Boch
NZR2.00451CER041,CER,faience: Holland,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,100,360,65,tin-glaze,overall white,NULL,NULL
NZR2.00451CER057,CER,maiolica,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,100,390,40,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00451CER071,CER,whiteware: Weser region,1575,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,50,180,38,lead-glaze,slipware,floral motif,NULL
NZR2.00451CER128,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,190,20,inside lead-glaze,"slipware, dotting",NULL,NULL
NZR2.00451CER137,CER,redware,1500,1550,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,310,67,inside lead-glaze,NULL,NULL,NULL
NZR2.00451CER141,CER,redware,1550,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,360,70,lead-glaze and inside slip,slip inside copper oxide glazing,NULL,NULL
NZR2.00451CER154,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,260,55,inside lead-glaze,NULL,NULL,NULL
NZR2.00451CER282,CER,redware,1625,1675,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,5,100,150,75,lead-glaze,NULL,NULL,NULL
NZR2.00455CER027,CER,porcelain: Europe,1875,1925,Food Processing & Consumption,Consumption: drinking,40,35,80,25,feldspar glaze,overall white,NULL,NULL
NZR2.00455CER045,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,5,200,15,lead-glaze,overall white,NULL,NULL
NZR2.00456CER045,CER,porcelain: WanLi,1600,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,40,220,40,"feldspar, painted with blue underglaze",blue-white,NULL,NULL
NZR2.00456CER047,CER,porcelain: capucin,1675,1725,Food Processing & Consumption,Consumption: drinking,25,50,120,25,"feldspar, painted with blue underglaze",capuchin ware,floral motif,NULL
NZR2.00456CER049,CER,porcelain: Europe,1825,1875,Food Processing & Consumption,Consumption: drinking,15,40,130,25,feldspar glaze,overall white,NULL,NULL
NZR2.00456CER057,CER,industrial ware: white,1881,1881,Food Processing & Consumption,Consumption: drinking,5,100,90,65,lead-glaze,overall white,NULL,P. Regout 60
NZR2.00456CER060,CER,whiteware,1550,1600,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,35,100,55,lead-glaze,NULL,NULL,NULL
NZR2.00457CER007,CER,redware,1800,1875,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,47,20,lead-glaze with manganese oxide,NULL,NULL,NULL
NZR2.00457CER064,CER,redware,1650,1725,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,55,45,310,60,lead-glaze,NULL,NULL,NULL
NZR2.00459CER013,CER,porcelain: famille rose,1725,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,220,30,"feldspar glaze, painted with enamel overglaze","enamelled, famille rose",floral motif,NULL
NZR2.00459CER016,CER,porcelain: China,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,170,20,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00459CER028,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,10,15,120,25,lead-glaze with blue underglaze,blue-white,chinese decor,NULL
NZR2.00459CER029,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,40,40,105,20,lead-glaze,overall white,NULL,NULL
NZR2.00459CER030,CER,industrial ware: white,1840,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,140,30,lead-glaze,overall white,NULL,NULL
NZR2.00459CER037,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,230,25,lead-glaze,overall white,NULL,NULL
NZR2.00459CER038,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,240,20,lead-glaze,overall white,NULL,NULL
NZR2.00459CER060,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,375,45,inside lead-glaze,slipware,NULL,NULL
NZR2.00459CER097,CER,redware,1675,1725,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,65,35,160,140,lead-glaze with copper oxide inside,NULL,NULL,NULL
NZR2.00460CER106,CER,porcelain: transitional,1635,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,60,370,60,"feldspar, painted with blue underglaze",blue-white,chinese decor,NULL
NZR2.00460CER111,CER,porcelain: Europe,1900,1936,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,0,135,15,feldspar glaze,overall white,NULL,NULL
NZR2.00460CER122,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,25,230,25,lead-glaze,overall white,NULL,NULL
NZR2.00460CER154,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,50,195,25,inside lead-glaze,"slipware, dotting",NULL,NULL
NZR2.00460CER155,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",90,20,420,50,inside lead-glaze,slipware,animal scenery,NULL
NZR2.00460CER166,CER,redware,1650,1725,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,40,40,375,65,lead-glaze,NULL,NULL,NULL
NZR2.00460CER169,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,340,75,inside lead-glaze,NULL,NULL,NULL
NZR2.00460CER203,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,35,440,85,lead-glaze,NULL,NULL,NULL
NZR2.00460CER204,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,390,75,lead-glaze,NULL,NULL,NULL
NZR2.00462CER022,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,480,53,inside lead-glaze,slipware,NULL,NULL
NZR2.00462CER023,CER,stoneware: Westerwald,1750,1800,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,90,NULL,80,25,salt-glaze,NULL,NULL,NULL
NZR2.00462CER040,CER,faience: Holland,1689,1702,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,50,220,25,tin-glaze,blue-white,human figure,NULL
NZR2.00462CER077,CER,faience: Holland,1650,1750,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,65,75,350,60,tin-glaze,overall white,NULL,NULL
NZR2.00462CER078,CER,faience: Holland,1650,1750,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,60,0,400,15,tin-glaze,overall white,NULL,NULL
NZR2.00462CER079,CER,faience: Holland,1625,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,100,310,60,tin-glaze,overall white,NULL,NULL
NZR2.00462CER086,CER,redware,1700,1900,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,75,100,20,inside lead-glaze,NULL,NULL,NULL
NZR2.00462CER103,CER,porcelain: KhangXi,1675,1710,Food Processing & Consumption,Consumption: drinking,60,50,75,40,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00462CER108,CER,porcelain: capucin,1675,1725,Food Processing & Consumption,Consumption: drinking,5,80,80,45,"feldspar, painted with blue underglaze",capuchin ware,landscape,NULL
NZR2.00462CER110,CER,porcelain: Europe,1775,1825,Food Processing & Consumption,Consumption: drinking,40,30,55,55,feldspar glaze,overall white,NULL,NULL
NZR2.00462CER123,CER,maiolica,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,100,320,55,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00462CER131,CER,maiolica,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",60,65,340,60,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00462CER133,CER,industrial ware: white,1875,1900,Food Processing & Consumption,Consumption: drinking,50,100,90,70,lead-glaze,overall white,NULL,NULL
NZR2.00462CER142,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,140,25,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00462CER144,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,170,50,lead-glaze,overall white,NULL,NULL
NZR2.00462CER153,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,20,200,15,lead-glaze,overall white,NULL,NULL
NZR2.00462CER158,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00462CER169,CER,maiolica,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,85,220,35,tin-glaze inside and lead-glaze outside,blue-white,floral motif,NULL
NZR2.00462CER184,CER,whiteware,1650,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,15,440,70,lead-glaze,NULL,NULL,NULL
NZR2.00462CER228,CER,"redware, slip: Werra",1580,1630,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,280,42,inside lead-glaze,"slipware, sgraffito",animal scenery,NULL
NZR2.00462CER234,CER,"redware, slip: Lower Rhine region",1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,360,42,inside lead-glaze,slipware,NULL,NULL
NZR2.00462CER240,CER,redware,1600,1675,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,60,0,90,22,lead-glaze outside,NULL,NULL,NULL
NZR2.00462CER250,CER,redware,1600,1675,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,20,390,65,lead-glaze,NULL,NULL,NULL
NZR2.00462CER259,CER,redware,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,10,440,75,inside lead-glaze,NULL,NULL,NULL
NZR2.00462CER266,CER,redware,1600,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,100,140,77,inside lead-glaze,NULL,NULL,NULL
NZR2.00462CER279,CER,redware,1825,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,50,125,30,lead-glaze,NULL,NULL,NULL
NZR2.00462CER310,CER,redware,1775,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,420,75,inside lead-glaze,NULL,NULL,NULL
